・塩見周子,妖狐
・小早川紗枝,妖狐
・浜口あやめ,くノ一
・川島瑞樹,？？？
【油取り】,あぶらとり
？？？,～♪～～～♪。この子は当たりね。十年、いや二十年若返りそう♪。痛いのね、わかるわ。でも我慢してちょうだいね？。私の、あんちえいじんぐの為に.......
あやめ,目的地に到着、これより任務を開始します。ニンッ！。というわけでそこの村人さん、情報をください！。この村の失踪事件を調査しに来た忍びです。ニン！。そんなことないですよ、確かに昔よりは廃れてしまってますけど.....ほら、どこからどう見たって美少女くノ一じゃないですか！。そんなぁ！ちょっとくらいいいじゃないですか、私怪しくないですよ！。待ってください！。それはもう良い...いや良くないですけど！ならせめて、この顔に見覚えがあるか教えてください！。そうなんです。先日棟方村から目撃情報が入りまして、棟方村に近いこの村に潜伏してる可能性があるんですよ！
Ｐ,...よっしゃクッピンだ！この勝負貰っ
周子,あっ、あたしアラシ
紗枝,うちもや
Ｐ,
周子,というわけで、今日の夕飯はＰさんの奢りね♪
Ｐ,ちくしょう...ちくしょう...
紗枝,ほな、うちは夕飯時まで茶道でも嗜みましょｋ。ちょっ！なんなんどす！？
Ｐ,窓からクナイが飛んできたな。大丈夫か紗枝？
紗枝,ええ、なんとか
周子,まあ当たったところで、あたし達あやかしにはなんてこと無いけどね。すぐ治るし
紗枝,それでもびっくりするやんか......!!??
Ｐ,ん？クナイに手紙が括り付けられる、どれどれ....。......なんか色々ツッコミ所のある果し状だな
周子,どうするん？行くの？
Ｐ,いやー、別にわざわざ相手にしなくても
紗枝,行きます
周子,え？
紗枝,行くに決まっとります！売られた喧嘩は買わなあきまへん、倍返しや！
Ｐ,クナイは当たんなかったんだから良いじゃねえか。倍も何も無傷だろ
紗枝,無傷なんかやあらへん！見てやこの子の無残な姿を！
茶器,突然の死
周子,あららー、紗枝はんのお気に入りの茶器が粉々だ
紗枝,絶対に許しまへん...稲荷の怒りに触れたこと、死ぬほど後悔させてやります...!
周子,うわー、紗枝はん久々にキレてるねー
Ｐ,果し状...誰だか知らないが、なんかもう会う前から気の毒になってきたな...
周子,.........
紗枝,..........
Ｐ,.....えーっと、場所ってココで会ってるよな？。..........。.....な、なぜ何もないところから声が？。歌鈴ちゃんの仇？
周子,あれ？あたしたち食い逃げはしたけど、歌鈴ちゃんには何もしてないよね？。いやいや！それは愛海ちゃんの仕業だし、自由を奪ったのも違うあやかしだよ。人違いの上に狐違いだよー。あー、それは普通にごめん
Ｐ,むしろ良かったんじゃねえか？
周子,それ喜んでたから笑顔やったんやない？
Ｐ,切ないっていうか嫉妬じゃねえか
周子,棟方村の女の子が巨乳に育つの、愛海ちゃんのせいなんかなぁ？
紗枝,そんな話はどうでもいいどす...かかってくるなら早くしなはってや、あやめはん？
Ｐ,てことは、今俺たちが向いてる方向に隠れてるって事だな。図星かい
周子,てかさー、暗殺するなら宿で寝込み襲えばよかったやん。真面目か！
Ｐ,....ところで、さっきからずっっっと気になってたことがあるんだけど、聞いていいか？。じゃあ遠慮なく......足、はみ出てるぞ
周子,ついでに言うと、隠れ蓑の色合いが微妙に合ってないせいでバレバレなんだよねー
あやめ,よくぞ見破りました！！！
Ｐ,出てきちゃったよ
周子,お顔真っ赤やねー
あやめ,ですがこれは見破れますかね？忍法、分身の術！
周子,おぉ！あやめちゃんが増えた.......けど
あやめ１,さあ！デブ
あやめ２,どれが！ガリガリ
あやめ３,本当の私か！チビ
あやめ４,見抜くことが！ＣＶ若本
あやめ,真
Ｐ,バレバレだよ！！！
あやめ,真。うぅ、やはりまだ影分身は上手くいきませんか.....ですがこれで手数は５倍！５対２ならいくらでも勝機は........."５対２"？。あのー、一人減ってませんか？
周子,あー.....隣見てみ？
あやめ？,...............
あやめ,なっ！？わ、私？
あやめ？,................
あやめ,ま、まさか...........。私、遂に完璧な影分身に成功したんですか！？。紗枝。痛ぁい！？
紗枝,もう、なんであんなお粗末な術でうちらに勝てるって思ったんやか......まあええわ。ほな、これからあんたをしばきますけど、なんか言いたいことはあらへんか？
あやめ,言いたいこと、ですって...........？。弟子にしてください！！
紗枝,.....えっ？
周子,へー、忍びってそんなに廃れちゃったんかー
あやめ,はい。私の家も昔は伊賀流忍者の一派で、多くの将軍や大名に重宝されていたのですが.....時を経て忍びが淘汰されていくうちに技術の数々が失われてしまって、あんなに粗末な術しか受け継がれず.....。あれでも、頑張って昔の書物を解読して復元出来たほうなんですよ
Ｐ,あんなに雑な術でもか...
あやめ,ですが紗枝さんのあの変化！あれこそまさしく私の求めてた忍術です！どうか私にあの術を教えてください！
紗枝,うちのは忍術じゃなくて妖術どすよ？
あやめ,どっちも似たようなものだから大丈夫です！忍法って言っておけば忍術になります
Ｐ,いや、そのりくつはおかしい
周子,まあ実際殆ど忍術と変わらないし、教えてあげたら？伊賀流なら昔瞳子さんにもお世話になったやん
あやめ,瞳子って...まさか、服部瞳子さんですか！？二代目服部半蔵の、あの！？
瞳子,本当の歴史での二代目服部半蔵の名は服部半蔵正成らしいwikipedia調べ
周子,その瞳子さんだよー。昔色々とお世話になったんだ
Ｐ,戦国時代の忍者と知り合いとか....見た目が若いからよく忘れるけど、お前ら俺より圧倒的に年上なんだよな。周子、お前いくつ？
周子,Ｐさん。女の子に歳の話するのはダメって、のあさんに教わらなかった？
Ｐ,少なくとも俺と桁が一つちがうんじゃ
周子,狐火っ！
Ｐ,ｱﾂｩｲ！！
紗枝,うーん.....あの人には確かにお世話になったけど、そないな事してもうちの茶器は帰ってこぉへんしなぁ....
あやめ,それなんですが.....壊してしまった茶器の代わりに、これで勘弁してはもらえないでしょうか？
紗枝,あの茶器に変わる物なんてそうそう......！？
あやめ,お気に召したでしょうか？
紗枝,あやめはん、この茶器何処で手に入れたん！？
あやめ,以前親戚に頂いてなんとなくお守り代わりに持ち歩いていたのですが、私はあまり茶道に詳しくなくて使う事が無かったんです。これで良ければ差し上げますけど....？
紗枝,...........まあ、うちは心の広い狐やから、今回は見逃したるわ
Ｐ＆周子,ちょろい
あやめ,本当ですか！？ありがとうございます紗枝さん！いえ師匠！
紗枝,まあ変化の術くらい教えるのはかまへんのやけど、あやめはん仕事の方は大丈夫なん？この村の事件の方もおろそかにできんのやろ？
あやめ,そうなんですけど、全然情報が集まらないんですよね。何故か村の人たちにすごく嫌われてるっていうか.....
周子,そう言われると確かに......。なーんかこの村の人達、ずっとあたし達の事警戒してるっていうか、視線が痛いよねー
あやめ,皆さん村長さんの言いつけで、余所から来た人を警戒してるそうです
Ｐ,だからって犯人祓いに来た陰陽師まで拒んじゃ本末転倒だな......。......待てよ？
紗枝,Ｐはん？どうしたんどすか？
Ｐ,........嫌な予感がする。すぐに村長の家へ向かった方が良いかも
周子,今の、村の外の方からだよね？
あやめ,すぐに行きましょう！今の悲鳴、きっとただ事じゃありません！。こ、これはっ！？
周子,うわぁ、エグいね
あやめ,うっ....
Ｐ,あんまり見ないほうがいいぞ。陰陽師とはいえまだ子供、君には刺激が強いだろう？
紗枝,それ、うちらには言ってくれないんどすか？
Ｐ,お前らは人間の死体なんて見慣れてるだろ？
紗枝,流石にこんな惨い死に方はそうそう無いどすえ.....
？？？,きっと、誰かに唆されたのでしょうね。わかるわ。そして今、その犯人もわかったわ
Ｐ,...............
あやめ,村長？貴方が？
瑞樹,ええ。私がこの村の村長の川島瑞樹よ
周子,村長にしては若く見えるけど...いや、"違う"ね
あやめ,瑞樹さん！犯人が分かったって本当ですか！？
瑞樹,ええ、とぼけなくていいのよ？
あやめ,と、惚ける...？
瑞樹,簡単な話よ。村の子供が何人かいなくなった時、私は村の者に夜は外に出ないようにと強く言い聞かせて、その後は被害者が出なくなっていたわ。だけど余所者である貴方たちが来てからまた犠牲が出た、しかも今度は今までみたいに行方不明じゃなくて死体になって帰ってきてる、疑うなって方が無理じゃない？
あやめ,ち、違います！私達じゃありません！
瑞樹,なら、今ここで潔白を証明できるかしら？貴方たちが犯人ではないという証拠、もしくは真犯人を示す証拠はあるかしら？
あやめ,そ、それは.....
瑞樹,無いでしょうね.......みんな、この者達をひっ捕らえなさい！
あやめ,そんな！信じてください！！。万事休す...ど、どうしましょう...
Ｐ,紗枝
紗枝,こんちきちん！
あやめ,師匠、何をッ！？。しかし、こんなに薄い霧では意味が無いんじゃ
瑞樹,どこへ消えたの！？
あやめ,えっ？。い、一体どういう事なんですか？
紗枝,そうやねー。忍法、煙玉とでもいいましょか♪この煙の中にいる間は、うちの認めた者以外うちらの事を認識できなくなるんどすえ
周子,やっぱ紗枝はんは人間を化かす天才だねー。罪な女ですこと♪
紗枝,周子はん、人聞き悪い言い方はやめとくれやす
Ｐ,だが一手遅かったな。村長が犯人なのはなんとなく分かってたんだが
あやめ,そういえば、すぐに村長の家へ向かった方がいいって言ってましたね....。って、村長さんが犯人なんですか！？
Ｐ,村長が余所者を過剰に拒むよう指示したのを聞いて、もしやと思ったんだ。余所者を警戒させたのは、事件を聞きつけて陰陽師が来ても追い返せるようにする為なんじゃないかって。そして案の定村長からは妖気が漏れてた。あの村長は間違いなくあやかしだ、なあ周子？
周子,うん。村長って割には随分若く見えると思ったけど、あれは間違いないなくあたしらの"同類"だったよ。妖気に至っても隠すつもりがなかった、というよりあたし達に冤罪吹っ掛けるから隠す必要がなかったんだろうね
あやめ,じゃあ早く村のみんなに教えないと.....って、今言っても多分信じてもらえませんよね......
紗枝,あやめはん、諦めるのはまだ早いどすよ？
あやめ,えっ？
紗枝,あんたが望んでた変化の術、今ここで伝授したります
瑞樹,いい子ね、よく来てくれたわ。ああ、怖がらなくても大丈夫よ。確かにあなたの命はなくなってしまうけど、あなたは私の一部となって永遠の若さを得られるのだから。さぁ、こっちに来なさい。あなたの油、たっぷり絞らせて頂戴？。.......なんですって？
あやめ,ニンッ！
瑞樹,！！？
あやめ,忍法、変化の術です！貴方が狙っていた子供に化けさせていただきました！。あの子は周子はんが無事保護してます。後は貴方を祓えば、この村の事件は解決です！
瑞樹,陰陽師と入れ替わってたのね。わからなかったわ！
Ｐ,そういうこった、観念しな
瑞樹,チッ...もう一人いたのね
あやめ,何故あなたは子供たちを攫ったんですか？そしてなぜ、あんな風に死体が捻じれていたんですか？
瑞樹,.....見ての通り、絞ったからよ
あやめ,絞った？人間を？
瑞樹,私は人間を生きたまま絞ると、その人間から油を取り出すことができるの。油は人間の生きるためのエネルギー、寿命の様なもの。残された寿命が長い子供から程いい油が取れる。そして私はそれを取り込んで力を蓄えてきたの。すべては、永遠の若さを手に入れる為に！
あやめ,永遠の、若さ？
瑞樹,そうよ。私はあやかしだけど、力のある種族じゃない。あやかしの中でも寿命が短いの。それでも人間よりは圧倒的に長いけどね。私は老いるのが怖かった。いつか来る死が、そして何よりも...。肌に２０代のハリが無くなることが！！！
Ｐ,....一番怖い所そこかよ！？
瑞樹,貴方にはわからないでしょうね！乙女の悩みが！
あやめ,...確かに老いて朽ちるのは恐ろしいことです。女として、肌の荒れを忌避するのも分かります。ですが、その為に他人の命を貪るなど言語道断です！
Ｐ,その通りだ。未来ある子供から油を絞り取る悪しきあやかし、さしずめ油取りと言ったところか？。あんたはこの高峯家の陰陽師、高峯Ｐ衛門と
あやめ,伊賀流浜口家、浜口あやめが祓います！！
瑞樹,ふ、ふふふ....うふふふふふふ！！！
あやめ,な、何がおかしいんですか？
瑞樹,たかが人間風情が私を祓う？簡単に老いていく人間が、永遠の若さを保つこの私の肌を傷つけられると？。そんなの、わからなさ過ぎて笑えてくるわね！
あやめ＆Ｐ,！！
あやめ,くっ、数が多い！
Ｐ,だが弾速は大したことない、落ち着いて捌いていけ！
あやめ,はいっ！。なっ！？。そんな！手入れはしっかりしていたはずなのに！？
Ｐ,...この氷柱、ただの氷じゃねぇな？
瑞樹,ええ。その氷柱は触れたものから若さを奪うわ。例えそれが生物だろうと無機物だろうとね！
あやめ,その氷柱を弾くうちに、少しずつ私のクナイは老いて錆びだらけになったという事ですか...!
瑞樹,そう言う事よ。地元で氷の魔法少女まじかる☆ミズキと呼ばれた私の妖術、特と味わいなさい！
Ｐ,その異名自分で言って恥ずかしくないですか？
瑞樹,恥ずかしくないわ、心はいつでも夢見る少女だもの！
Ｐ,ていうか、氷柱だけじゃない。この部屋全体が何かおかしい、このあやかしはまだ何か隠している.....
