森久保乃々,あ、注文しておいた品がきましたね。今回、相談に乗ってもらうお礼みたいなものなんですけど……
乃々,地方から進出してきたお店なんですけど、サイドメニューのボリュームが売りの一つらしいです……
奈緒,それにしても某ビッグマッ◯の２倍くらいないか？
乃々,名物味噌カツサンドらしいです。厳密にはハンバーガーじゃなくて、サンドイッチだと思うんですけど……
奈緒,こんなにも食えねーよ……。まぁ、カットされてるみたいだしちょっとずつ貰うけどさ
乃々,どうぞお納め下さい。気に入っていただけたようで幸いです……。ところでさっき言いかけてた相談なんですけど……。いえ、その……それはもう最近は……あまり……。に、人間関係……と言いますか、なんと言いますか……その……
奈緒,……恋愛関係？
乃々,！！
奈緒,あー、そっかー。そっちかー……。ということは、あれか。乃々も最近はＰさんに構ってもらえてなくて寂しい思いをしてる、とかそんなところか。逆？
乃々,最近のＰさん、物凄く優しくて、ことあるごとに私を構ってくれるんです……！！
奈緒,ん？。ん？んん？。お、おう
乃々,この間、勇気を出して夕食に誘ってみたら、即答でOKしてくれた上に、それ以降、お仕事の後は必ず食事に連れて行ってくれるようになりました
奈緒,なぁ、これ相談じゃなくて、ノロケじゃね？
乃々,オフの日にデートに誘った時も
奈緒,帰ってもいいかな？
乃々,ダメです
奈緒,えーっ……。何が悲しくてＰさんとのノロケ話を聞かされなきゃならねーんだよ。脅しじゃねーか！公共の場でそんなことされたらとんでもない噂が立つわ！！
乃々,そんなわけで、お話の続きですが
奈緒,あー、はいはい。あ、店員さん、アイスコーヒーひとつ下さい
乃々,デートに誘った時も二つ返事でオーケーしてくれて、遊園地とか夜景の綺麗なレストランとか、色々と素敵なところに連れて行ってくれました
奈緒,ふーん
乃々,あと、この前の総選挙の前に一方的に約束したんです。５位以内に入ったら正式なお付き合いと同棲をって
奈緒,……えっ？
乃々,結果、何の間違いか、総合４位とかいうとんでもない順位だったので、もりくぼは、これ幸いとお付き合いと同棲をせまりました。いえ、それも少し違います。正直駄目元だったんですが、Ｐさん、仕方ないなぁって約束の半分だけを受け入れてくれました
奈緒,マジでっ！？受け入れちゃったのかよ！？
乃々,その証拠がこの合い鍵なんですけど
