大泉洋,こんな見たこともないロボットに乗ってさっきの化け物と戦えだって！？冗談じゃないよぉまったく
藤村,乗るのかい！？じゃないよ、早く乗れよ。どうやって撮るのよ、嬉野くんちょっとエヴァの肩にでも乗ってなさいよ
嬉野,やだよこわいよ
藤村,じゃあスズムシにでも持たせればいいじゃないの
大泉,冗談じゃないよ！ぼかぁ乗ったこともないこれを今から操縦するんだぞ？カメラなんて回してる暇無いよ！ミスターにでも渡せばいいだろ
鈴井,嫌だって、僕が高所恐怖症なの知ってるでしょ？
大泉,てかヒゲ、お前がやれよ
藤村,やだよこええもん
大泉,てかなんであんたたちせっかくレンタカーあるんだからそれで追いかけて撮ればいいんじゃないの
藤村,そんなので数字とれるわけねえだろ！せっかくの大泉さんの勇姿をなんだい？車の中なら見上げるように撮れってか！？
鈴井,これこっちのピンカメラなら大泉さんの邪魔にならないんじゃない？
藤村,あぁいいねぇぇ～
大泉,いいね～じゃないよ、これあれだろ！？原付のヘルメットに付けてたやつでしょう！？なんだい！？せっかくの巨大ロボ操縦を僕の顔の画だけで終わらせようってかい！？君あれだよ？それこそ数字とれないよ？
藤村,いやでも、俺たちは安全でいられるから
大泉,ほら出たよ……ぼかぁ命がけなんだよ？分かってるのかい！？命がけで乗ろうって時に君たちは自分の安全しか考えてないのかい！？しかもなんだ？この企画は君の発案なんだぞ？分かってんのかそこんとこ
藤村,うるせぇぐだぐだ言ってねえで早く乗れってんだ
大泉,あぁ！？なに！？
藤村,早くのれってんだよいいから、もう葛城さんも待ちくたびれてんだよ
大泉,ふざけんじゃないよったく！あんたたちレンタカーでもなんでもいいからちゃんと撮れよ！ずっと俺の顔の映像回すつもりならこのロボットでお前のお袋んとこまで行くからな！
藤村,よぉ～し…じゃ、出発～
大泉,出発～なんて気楽に言いやがって…こっちは乗ったこともないモンに乗せられて…
鈴井,大丈夫ですよ大泉さん、一応操縦席は安全だそうです
大泉,なんだよ一応っておっかねえなぁ…
鈴井,と言うのも、どうやらこのロボット、痛みを大泉さんと共有するそうで…
大泉,え？なになにどういうこと？
鈴井,要するに、このロボットが人間だった場合に感じるであろう痛みを、大泉さんも受けるんです
大泉,じゃあなにかい？間違ってこけたらこけた痛みが僕に来るのかい
鈴井,まあ、多分そんな感じでしょうねぇ
大泉,冗談じゃないよそんなの！！そんなの俺降りた時体ボコボコになってるぞ！？慣れて無いんだから絶対何回もこけるんだって！！絶対痛いじゃないか！！
藤村,これあれだよ大泉君、もし腕とかがこけた衝撃でぽろっといったら…
大泉,っ僕に来る！？腕とれた痛みが！？
藤村,ですので、まああんまり事故らないように…
大泉,事故らないもなにも、こっちは初心者だぞ！？
藤村,大丈夫だろ、カブだってすぐ慣れたろ？
大泉,あっはははははははは！！！なんだい！？君はもう忘れたのかい？僕はカブで事故してるんだよ！？あのどうでしょう史上歴史に残る事件をもう忘れたのかい
藤村,ふふははははははそうでしたそうでした！！！
